Date,Time,BLOCK,Cblock,lat,lon,ABO,ALF,ARD,BEN,CHN,DAU,DOU,FID,GER,ILA,KAS,KEV,LAF,LAN,MAC,MAS,MOR,MUG,SAM,TAL,TRS,URS,GroupA,GroupB,GroupA_TF,GroupB_TF,Q
14/03/2018,07:15:35,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,C
15/03/2018,10:11:19,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,1,0,C
16/03/2018,07:46:33,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,B
17/03/2018,07:17:20,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
18/03/2018,07:00:45,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,B
19/03/2018,08:19:24,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
20/03/2018,07:46:49,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,6,0,1,0,C
21/03/2018,08:00:35,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
22/03/2018,07:04:31,220,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
24/03/2018,07:01:50,20n,20N,1.736679962,31.56330002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P
25/03/2018,07:47:30,20n,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,B
26/03/2018,07:31:30,20n,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,C
27/03/2018,07:31:22,20n,20N,1.736679962,31.56330002,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,4,3,1,1,B
28/03/2018,08:14:47,20n,20N,1.736679962,31.56330002,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,B
29/03/2018,07:31:00,20n,20N,1.736679962,31.56330002,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,2,1,1,B
31/03/2018,07:29:02,20n,20N,1.736679962,31.56330002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
03/04/2018,08:29:51,20n,20N,1.736679962,31.56330002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
05/04/2018,08:46:05,30j,30J,1.733300965,31.57212901,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,P
06/04/2018,10:02:30,27h,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
09/04/2018,07:34:21,27h,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,P
10/04/2018,08:31:11,35r,35R,1.740344027,31.57725899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
11/04/2018,07:46:06,32j,30J,1.733300965,31.57212901,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,1,1,B
12/04/2018,07:28:59,32f,30F,1.729244962,31.57237401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,C
13/04/2018,07:46:44,29f,25F,1.72952299,31.56782297,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,B
14/04/2018,10:47:08,300,300,1.724120015,31.57233302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
15/04/2018,07:44:10,29d,25D,1.727356017,31.567857,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,B
16/04/2018,07:46:22,29d,25D,1.727356017,31.567857,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,1,B
17/04/2018,08:10:21,32d,30D,1.727519967,31.57217402,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,B
18/04/2018,07:36:50,29d,25D,1.727356017,31.567857,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,5,1,1,1,B
19/04/2018,08:31:25,29h,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,P
20/04/2018,07:50:24,32d,30D,1.727519967,31.57217402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
21/04/2018,09:15:15,300,300,1.724120015,31.57233302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,B
22/04/2018,07:29:39,29d,25D,1.727356017,31.567857,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,B
23/04/2018,10:30:38,320,302,1.721977433,31.57211677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,C
24/04/2018,08:08:31,30h,30H,1.731982995,31.57225801,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,B
25/04/2018,08:36:05,30f,30F,1.729244962,31.57237401,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,C
26/04/2018,08:41:24,30f,30F,1.729244962,31.57237401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
27/04/2018,15:16:49,30p,30P,1.739380024,31.57213404,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4,1,1,1,B
28/04/2018,09:16:41,32j,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,P
29/04/2018,07:46:49,32j,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
30/04/2018,07:49:39,32l,30L,1.735002995,31.57228701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P
02/05/2018,09:15:07,32j,30J,1.733300965,31.57212901,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,B
03/05/2018,08:00:08,32n,30N,1.737150019,31.57219699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P
04/05/2018,09:46:21,30p,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,P
05/05/2018,07:44:51,32l,30L,1.735002995,31.57228701,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,B
06/05/2018,08:16:06,32h,30H,1.731982995,31.57225801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
07/05/2018,08:08:39,30j,30J,1.733300965,31.57212901,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,C
08/05/2018,08:47:17,32j,30J,1.733300965,31.57212901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
09/05/2018,07:44:40,32j,30J,1.733300965,31.57212901,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,B
11/05/2018,07:45:13,32f,30F,1.729244962,31.57237401,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,0,C
12/05/2018,07:32:48,15j,15J,1.733443039,31.55888996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,B
13/05/2018,09:00:47,32d,30D,1.727519967,31.57217402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P
14/05/2018,09:02:05,16j,15J,1.733443039,31.55888996,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,8,6,1,1,B
15/05/2018,07:47:00,27n,25N,1.736929994,31.56783496,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,B
16/05/2018,08:15:57,27n,25N,1.736929994,31.56783496,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
17/05/2018,08:00:43,32h,30H,1.731982995,31.57225801,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,B
18/05/2018,07:53:38,27f,25F,1.72952299,31.56782297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,C
19/05/2018,08:49:10,25n,25N,1.736929994,31.56783496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,C
20/05/2018,08:19:49,32h,30H,1.731982995,31.57225801,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3,3,1,1,B
22/05/2018,09:45:03,25n,25N,1.736929994,31.56783496,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,P
23/05/2018,07:36:04,30h,30H,1.731982995,31.57225801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,B
24/05/2018,07:47:43,22p,20P,1.739070984,31.56355499,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,C
25/05/2018,10:04:49,30l,30L,1.735002995,31.57228701,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4,2,1,1,B
27/05/2018,07:45:21,15R,15R,1.740442012,31.55883799,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,1,1,B
11/06/2018,07:15,17r,15R,1.740442012,31.55883799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,C
12/06/2018,07:45,15r,15R,1.740442012,31.55883799,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,2,1,1,B
13/06/2018,07:45,25r,25R,1.740493979,31.56802297,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,1,1,B
14/06/2018,08:15,30T,30T,1.74419702,31.57227402,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,4,1,1,1,B
15/06/2018,07:45,25R,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,B
16/06/2018,08:00,25r,25R,1.740493979,31.56802297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,1,1,B
17/06/2018,08:00,25R,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,2,3,1,1,B
18/06/2018,09:30,25r,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,P
19/06/2018,08:15,17f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,C
20/06/2018,10:15,22b,20B,1.725783991,31.56343102,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,2,1,1,B
21/06/2018,08:00,13j,10H,1.731179003,31.55409903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
22/06/2018,09:15,25r,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
23/06/2018,07:15,25r,25R,1.740493979,31.56802297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,C
24/06/2018,09:45,20f,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,C
25/06/2018,08:00,17n,15N,1.736797979,31.55892801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,B
27/06/2018,08:00,20f,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28/06/2018,10:00,20f,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,P
29/06/2018,07:45,25b,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
30/06/2018,07:15,25b,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
01/07/2018,07:30,25b,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,C
02/07/2018,08:15,20f,20F,1.729677971,31.56344804,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,B
03/07/2018,08:30,17l,15L,1.735025961,31.55892701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
04/07/2018,07:15,20f,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,B
05/07/2018,07:15,20f,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,B
06/07/2018,10:45,17l,15L,1.735025961,31.55892701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,C
07/07/2018,07:15,17f,15F,1.72976397,31.55887504,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,1,B
08/07/2018,07:15,20f,20F,1.729677971,31.56344804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,C
09/07/2018,08:00,22h,20H,1.731942007,31.56338601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
11/07/2018,07:45,20d,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,P
12/07/2018,07:15,20d,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,B
13/07/2018,07:30,20d,20D,1.727420976,31.563369,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,B
14/07/2018,09:30,25b,25B,1.725720959,31.56794501,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,B
16/07/2018,08:00,27h,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
17/07/2018,06:15,15f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,P
18/07/2018,07:30,15f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
19/07/2018,07:15,16f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20/07/2018,11:45,27f,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
21/07/2018,13:15,37j,35J,1.733449996,31.57691499,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,P
22/07/2018,08:00,35j,35J,1.733449996,31.57691499,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,B
23/07/2018,08:30,37j,35J,1.733449996,31.57691499,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,5,4,1,1,B
24/07/2018,07:30,35j,35J,1.733449996,31.57691499,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,C
25/07/2018,08:30,37j,35J,1.733449996,31.57691499,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,4,3,1,1,B
26/07/2018,08:00,35j,35J,1.733449996,31.57691499,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,1,B
27/07/2018,08:00,35j,35J,1.733449996,31.57691499,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,3,3,1,1,B
28/07/2018,07:45,35j,35J,1.733449996,31.57691499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,B
29/07/2018,08:00,37j,35J,1.733449996,31.57691499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,B
30/07/2018,09:30,29d,25D,1.727356017,31.567857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,2,1,1,B
04/08/2018,10:00,254,254,1.719674673,31.56832773,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
06/08/2018,10:45,204,204,1.719719013,31.56370402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
07/08/2018,08:30,204,204,1.719719013,31.56370402,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
09/08/2018,12:45,27n,25N,1.736929994,31.56783496,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,1,B
10/08/2018,08:15,29h,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,C
11/08/2018,08:00,30d,30D,1.727519967,31.57217402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,B
12/08/2018,08:30,204,204,1.719719013,31.56370402,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,4,4,1,1,B
13/08/2018,08:00,29d,25D,1.727356017,31.567857,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,C
14/08/2018,08:30,29f,25F,1.72952299,31.56782297,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,2,1,1,B
15/08/2018,07:45,29d,25D,1.727356017,31.567857,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B
16/08/2018,08:30,29d,25D,1.727356017,31.567857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,C
17/08/2018,07:45,29d,25D,1.727356017,31.567857,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,1,B
18/08/2018,08:00,29d,25D,1.727356017,31.567857,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,1,1,B
20/08/2018,08:00,32f,30F,1.729244962,31.57237401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,C
23/08/2018,07:30,25n,25N,1.736929994,31.56783496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
24/08/2018,09:45,22n,20N,1.736679962,31.56330002,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,C
26/08/2018,08:00,20l,20L,1.735033002,31.56350504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
27/08/2018,14:15,21l,20L,1.735033002,31.56350504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
28/08/2018,08:00,20l,20L,1.735033002,31.56350504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
31/08/2018,07:15,20l,20L,1.735033002,31.56350504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
01/09/2018,13:00,35h,35H,1.732096989,31.57712697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,C
02/09/2018,08:15,20l,20L,1.735033002,31.56350504,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,B
03/09/2018,08:45,20n,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
04/09/2018,07:45,17f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
05/09/2018,07:15,17f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
06/09/2018,07:45,17f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,P
08/09/2018,07:15,17f,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,P
09/09/2018,07:45,17j,15J,1.733443039,31.55888996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
10/09/2018,08:15,17j,15J,1.733443039,31.55888996,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,P
11/09/2018,07:15,17j,15J,1.733443039,31.55888996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
12/09/2018,08:00,20l,20L,1.735033002,31.56350504,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,B
13/09/2018,07:30,17j,15J,1.733443039,31.55888996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,C
14/09/2018,07:15,17n,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15/09/2018,07:00,17n,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
16/09/2018,07:45,17n,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P
17/09/2018,07:30,20l,20L,1.735033002,31.56350504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,P
19/09/2018,07:15,20n,20N,1.736679962,31.56330002,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,2,1,1,B
20/09/2018,07:30,20n,20N,1.736679962,31.56330002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,C
22/09/2018,09:45,25p,25P,1.739358986,31.56804199,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,B
25/09/2018,07:30,25p,25P,1.739358986,31.56804199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,C
26/09/2018,09:30,32p,30P,1.739380024,31.57213404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,C
27/09/2018,07:15,20n,20N,1.736679962,31.56330002,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,4,2,1,1,B
28/09/2018,08:15,25p,25P,1.739358986,31.56804199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
29/09/2018,07:45,20n,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
30/09/2018,09:45,25d,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,P
01/10/2018,09:15,30r,30R,1.740334975,31.57222398,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,B
02/10/2018,08:00,35p,35P,1.738795973,31.57720702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
03/10/2018,07:45,32n,30N,1.737150019,31.57219699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
04/10/2018,09:45,32p,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,B
05/10/2018,12:00,32f,30F,1.729244962,31.57237401,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,1,1,1,B
06/10/2018,08:15,30h,30H,1.731982995,31.57225801,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,1,B
07/10/2018,07:45,30n,30N,1.737150019,31.57219699,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,B
08/10/2018,08:15,32p,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
10/10/2018,13:00,32p,30P,1.739380024,31.57213404,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,B
